Index,Fishery,Region,GearType_specific,GearType_general,Year,Target,Target_HMS,Overfishing_Fm,Overfishing_Fm_numeric,Overfishing_Bt,Overfishing_Bt_numeric,TotalBycatch_lbs,TotalBycatch_inds,Bycatch_ratio,ESA_num,ESA_lbs,ESA_birdturt,IUCN_num,IUCN_lbs,IUCN_birdturt,MMPA,VessPers,NORM_Overfishing_Fm,NORM_Overfishing_Bt,NORM_TotalBycatch_lbs,NORM_TotalBycatch_inds,NORM_Bycatch_ratio,NORM_ESA_num,NORM_ESA_lbs,NORM_ESA_birdturt,NORM_IUCN_num,NORM_IUCN_lbs,NORM_IUCN_birdturt,NORM_MMPA,mean_criteria
232,New England General Category Open Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2012,"Atlantic sea scallop, Goosefish",M,None,0,None,0,1015241.07,0,0.07071504,0,0,0,10,13315.08,0,1,NA,0,0,0.003432718,0,0.084357901,0,0,0,0.222222222,0.001193038,0,0,0.025933823
319,New England General Category Open Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2013,"Atlantic sea scallop, Goosefish",N,None,0,None,0,835809.87,0,0.069483148,0,0,0,10,23397.74,0,1,NA,0,0,0.002826028,0,0.082888344,0,0,0,0.222222222,0.002096449,0,0,0.025836087
402,New England General Category Open Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2014,"Atlantic sea scallop, Goosefish",N,None,0,None,0,1814258.38,0,0.188953852,3,0,0,23,32540.01,0,1,NA,0,0,0.006134343,0,0.225408207,0.5,0,0,0.511111111,0.002915601,0,0,0.103797439
486,New England General Category Open Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2015,"Atlantic sea scallop, Goosefish",N,None,0,None,0,2266161.74,0,0.276619614,3,0,0,45,32125.53,0,1,NA,0,0,0.007662311,0,0.329987087,0.5,0,0,1,0.002878464,0,0,0.153377322
59,New England Hagfish Pots and Traps,NE,pots and traps,pots and traps,2010,Hagfish,M,None,0,None,0,0,0,0,1,0,0,10,0,0,2,NA,0,0,0,0,0,0.166666667,0,0,0.222222222,0,0,0.5,0.074074074
146,New England Hagfish Pots and Traps,NE,pots and traps,pots and traps,2011,Hagfish,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,0,0,NA,0,NA,0,0,0,0,0,0,0.5,0.05
233,New England Hagfish Pots and Traps,NE,pots and traps,pots and traps,2012,Hagfish,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,0,0,NA,0,NA,0,0,0,0,0,0,0.5,0.05
320,New England Hagfish Pots and Traps,NE,pots and traps,pots and traps,2013,Hagfish,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,0,0,NA,0,NA,0,0,0,0,0,0,0.5,0.05
60,New England Hand Line,NE,Hand line,line,2010,"Atlantic cod, Scup, Bluefin tuna, Other finfish",Y,"2: Atlantic cod, Bluefin Tuna",2,"2: Atlantic cod, Bluefin Tuna",2,85581.33,0,0.085286871,1,0,0,10,82247.49,0,1,NA,1,1,0.000289366,0,0.101741036,0.166666667,0,0,0.222222222,0.007369417,0,0,0.208190726
147,New England Hand Line,NE,Hand line,line,2011,"Atlantic cod, Scup, Bluefin tuna, Other finfish",Y,"2: Atlantic cod, Bluefin Tuna",2,"2: Atlantic cod, Bluefin Tuna",2,19388.54,0,0.019335103,0,0,0,10,18938.62,0,1,NA,1,1,6.56E-05,0,0.023065372,0,0,0,0.222222222,0.00169691,0,0,0.187254172
234,New England Hand Line,NE,Hand line,line,2012,"Atlantic cod, Scup, Bluefin tuna, Other finfish",Y,"2: Atlantic cod, Bluefin Tuna",2,"2: Atlantic cod, Bluefin Tuna",2,78641.29,0,0.070424121,0,0,0,10,71725.37,0,1,NA,1,1,0.000265901,0,0.084010856,0,0,0,0.222222222,0.00642663,0,0,0.192743801
321,New England Hand Line,NE,Hand line,line,2013,"Atlantic cod, Scup, Bluefin tuna, Other finfish",Y,"2: Atlantic cod, Bluefin Tuna",2,"2: Atlantic cod, Bluefin Tuna",2,166755.94,0,0.133143101,0,0,0,10,74116.03,0,1,NA,1,1,0.000563833,0,0.158830039,0,0,0,0.222222222,0.006640834,0,0,0.199021411
403,New England Hand Line,NE,Hand line,line,2014,"Atlantic cod, Scup, Bluefin tuna, Other finfish",Y,Atlantic cod,1,"2: Atlantic cod, Bluefin tuna",2,75694.33,0,0.037998653,3,0,0,23,35244.85,0,1,NA,0.5,1,0.000255937,0,0.04532963,0.5,0,0,0.511111111,0.003157956,0,0,0.21332122
487,New England Hand Line,NE,Hand line,line,2015,"Atlantic cod, Scup, Bluefin tuna, Other finfish",Y,Atlantic cod,1,"2: Atlantic cod, Bluefin tuna",2,136495.35,0,0.050569785,3,0,0,45,108057.93,0,1,NA,0.5,1,0.000461516,0,0.060326077,0.5,0,0,1,0.009682045,0,0,0.25587247
61,New England Large-Mesh Gillnet,NE,Large-Mesh Gillnet,gillnet,2010,"Groundfish, Spiny dogfish, Goosefish, Skates, Other finfish",M,None,0,None,0,3857891.43,0,0.223203518,1,0,0,10,3493628.33,0,3,NA,0,0,0.013044244,0,0.266265568,0.166666667,0,0,0.222222222,0.313030875,0,1,0.165102465
148,New England Large-Mesh Gillnet,NE,Large-Mesh Gillnet,gillnet,2011,"Groundfish, Spiny dogfish, Goosefish, Skates, Other finfish",M,None,0,None,0,4374514,0,0.217781622,0,0,0,10,3824362.54,0,3,NA,0,0,0.01479104,0,0.259797641,0,0,0,0.222222222,0.342664828,0,1,0.153289644
235,New England Large-Mesh Gillnet,NE,Large-Mesh Gillnet,gillnet,2012,"Groundfish, Spiny dogfish, Goosefish, Skates, Other finfish",M,None,0,None,0,4914549.54,0,0.240549319,0,0,0,10,4439146.85,0,3,NA,0,0,0.016617,0,0.286957848,0,0,0,0.222222222,0.397749815,0,1,0.160295574
322,New England Large-Mesh Gillnet,NE,Large-Mesh Gillnet,gillnet,2013,"Groundfish, Spiny dogfish, Goosefish, Skates, Other finfish",M,None,0,None,0,3828066.29,0,0.31519815,0,0,0,10,3541222.09,0,3,NA,0,0,0.012943399,0,0.376008476,0,0,0,0.222222222,0.3172953,0,1,0.160705783
404,New England Large-Mesh Gillnet,NE,Large-Mesh Gillnet,gillnet,2014,"Groundfish, Spiny dogfish, Goosefish, Skates, Other finfish",Y,None,0,"None, Smooth skate rebuilding",0,4824944.95,0,0.313307106,3,2043.57,0,23,4164024.95,0,3,NA,0,0,0.01631403,0,0.373752598,0.5,0.001180607,0,0.511111111,0.373098753,0,1,0.231288092
488,New England Large-Mesh Gillnet,NE,Large-Mesh Gillnet,gillnet,2015,"Groundfish, Spiny dogfish, Goosefish, Skates, Other finfish",Y,None,0,"None, Smooth skate rebuilding",0,2798219.73,0,0.285570235,3,852.81,0,45,2204844.28,0,3,NA,0,0,0.009461298,0,0.340664527,0.5,0.000492684,0,1,0.197555169,0,1,0.254014473
62,New England Large-Mesh Haddock Separator Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2010,"Haddock, Other finfish",M,1: Haddock,1,None,0,2020364.88,0,0.355415325,1,0,0,10,256140.8,0,2,NA,0.5,0,0.006831227,0,0.423984641,0.166666667,0,0,0.222222222,0.022950346,0,0.5,0.153554592
149,New England Large-Mesh Haddock Separator Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2011,"Haddock, Other finfish",M,1: Haddock,1,None,0,1235814.99,0,0.215307634,0,0,0,10,240596.26,0,2,NA,0.5,0,0.004178519,0,0.256846353,0,0,0,0.222222222,0.021557547,0,0.5,0.125400387
236,New England Large-Mesh Haddock Separator Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2012,"Haddock, Other finfish",M,1: Haddock,1,None,0,124437.65,0,0.115400272,0,0,0,10,59032.76,0,2,NA,0.5,0,0.000420747,0,0.137664134,0,0,0,0.222222222,0.005289365,0,0.5,0.113799706
323,New England Large-Mesh Haddock Separator Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2013,"Haddock, Other finfish",M,1: Haddock,1,None,0,285839.94,0,0.257285157,0,0,0,10,216695.95,0,2,NA,0.5,0,0.000966478,0,0.306922486,0,0,0,0.222222222,0.019416067,0,0.5,0.129127271
405,New England Large-Mesh Haddock Separator Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2014,"Haddock, Other finfish",M,None,0,None,0,1353401.97,0,0.258732955,3,2662.02,0,23,576684.96,0,2,NA,0,0,0.004576102,0,0.308649603,0.5,0.001537897,0,0.511111111,0.051671266,0,0.5,0.156462165
489,New England Large-Mesh Haddock Separator Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2015,"Haddock, Other finfish",M,None,0,None,0,2452496.11,0,0.286645826,3,0,0,45,1101904.36,0,2,NA,0,0,0.008292342,0,0.341947629,0.5,0,0,1,0.098731191,0,0.5,0.20408093
63,New England Large-Mesh Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2010,"Goosefish, Goundfish, Skates, Other finfish",M,None,0,None,0,35776302,0,0.353322902,1,0,0,10,5630871.31,0,2,NA,0,0,0.120966286,0,0.421488533,0.166666667,0,0,0.222222222,0.504528933,0,0.5,0.16132272
150,New England Large-Mesh Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2011,"Goosefish, Goundfish, Skates, Other finfish",M,None,0,None,0,40199680.94,0,0.382619322,0,0,0,10,6537619.56,0,2,NA,0,0,0.135922547,0,0.456437032,0,0,0,0.222222222,0.585774037,0,0.5,0.158362987
237,New England Large-Mesh Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2012,"Goosefish, Goundfish, Skates, Other finfish",M,None,0,None,0,42132449.51,0,0.379715969,0,0,0,10,8879218.96,0,2,NA,0,0,0.142457595,0,0.452973543,0,0,0,0.222222222,0.795582534,0,0.5,0.176102991
324,New England Large-Mesh Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2013,"Goosefish, Goundfish, Skates, Other finfish",M,None,0,None,0,56086296.11,0,0.483222348,0,0,0,10,11160650.95,0,2,NA,0,0,0.189638128,0,0.576449127,0,0,0,0.222222222,1,0,0.5,0.207359123
406,New England Large-Mesh Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2014,"Goosefish, Goundfish, Skates, Other finfish",M,None,0,"None, Smooth skate rebuilding",0,42188052.56,0,0.433528978,3,0,0,23,7238365.81,0,2,NA,0,0,0.142645599,0,0.51716855,0.5,0,0,0.511111111,0.648561257,0,0.5,0.23495721
490,New England Large-Mesh Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2015,"Goosefish, Goundfish, Skates, Other finfish",M,None,0,"None, Smooth skate rebuilding",0,46109844.48,0,0.469712698,3,195.63,0,45,5675639.03,0,2,NA,0,0,0.155905902,0,0.560333097,0.5,0.000113019,0,1,0.508540143,0,0.5,0.268741013
64,New England Large-Mesh Ruhle Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2010,Groundfish,M,None,0,None,0,92351.37,0,0.267923038,1,0,0,10,11062.43,0,2,NA,0,0,0.000312257,0,0.319612704,0.166666667,0,0,0.222222222,0.000991199,0,0.5,0.100817087
151,New England Large-Mesh Ruhle Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2011,Groundfish,M,None,0,None,0,178061.56,0,0.153238492,0,0,0,10,35708.33,0,2,NA,0,0,0.000602059,0,0.182802379,0,0,0,0.222222222,0.003199485,0,0.5,0.075735512
238,New England Large-Mesh Ruhle Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2012,Groundfish,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,0,0,NA,0,NA,0,0,0,0,0,0,0.5,0.05
325,New England Large-Mesh Ruhle Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2013,Groundfish,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,0,0,NA,0,NA,0,0,0,0,0,0,0.5,0.05
407,New England Large-Mesh Ruhle Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2014,Groundfish,M,None,0,None,0,NA,0,NA,0,0,0,16,0,0,2,NA,0,0,NA,0,NA,0,0,0,0.355555556,0,0,0.5,0.085555556
491,New England Large-Mesh Ruhle Otter Trawl,NE,Large-Mesh Otter Trawl,trawl,2015,Groundfish,M,None,0,None,0,215759.18,0,0.401525535,3,0,0,45,194315.91,0,2,NA,0,0,0.000729522,0,0.478990769,0.5,0,0,1,0.017410804,0,0.5,0.208094258
65,New England Limited Access Closed Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2010,"Atlantic sea scallop, Goosefish",N,None,0,None,0,7190113.98,0,0.129556377,1,0,0,10,62167.17,0,1,NA,0,0,0.024311104,0,0.154551338,0.166666667,0,0,0.222222222,0.00557021,0,0,0.047776795
152,New England Limited Access Closed Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2011,"Atlantic sea scallop, Goosefish",N,None,0,None,0,11034299.91,0,0.104206327,0,0,0,10,281798.07,0,1,NA,0,0,0.037309006,0,0.124310572,0,0,0,0.222222222,0.02524925,0,0,0.034090921
239,New England Limited Access Closed Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2012,"Atlantic sea scallop, Goosefish",N,None,0,None,0,13811735.99,0,0.107484134,0,0,0,10,409993.67,0,1,NA,0,0,0.046700031,0,0.128220757,0,0,0,0.222222222,0.036735641,0,0,0.036156554
326,New England Limited Access Closed Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2013,"Atlantic sea scallop, Goosefish",N,None,0,None,0,5446327.16,0,0.098389409,0,0,0,10,140622.82,0,1,NA,0,0,0.018415038,0,0.117371411,0,0,0,0.222222222,0.012599876,0,0,0.030884046
408,New England Limited Access Closed Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2014,"Atlantic sea scallop, Goosefish",N,None,0,None,0,8746677.27,0,0.218419731,3,0,0,23,120132.28,0,1,NA,0,0,0.029574132,0,0.260558858,0.5,0,0,0.511111111,0.010763913,0,0,0.109334001
492,New England Limited Access Closed Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2015,"Atlantic sea scallop, Goosefish",N,None,0,None,0,787749.43,0,0.226675685,3,0,0,45,8210.13,0,1,NA,0,0,0.002663526,0,0.270407611,0.5,0,0,1,0.000735632,0,0,0.147817231
66,New England Limited Access Open Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2010,"Atlantic sea scallop, Goosefish",N,None,0,None,0,8879709.92,0,0.131141547,1,0,0,10,123928.21,0,1,NA,0,0,0.03002394,0,0.156442331,0.166666667,0,0,0.222222222,0.011104031,0,0,0.048871599
153,New England Limited Access Open Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2011,"Atlantic sea scallop, Goosefish",N,None,0,None,0,5666274.53,0,0.100622626,0,0,0,10,120189.77,0,1,NA,0,0,0.019158721,0,0.120035477,0,0,0,0.222222222,0.010769065,0,0,0.031015457
240,New England Limited Access Open Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2012,"Atlantic sea scallop, Goosefish",N,None,0,None,0,14209280.71,0,0.099543485,0,0,0,10,170335.71,0,1,NA,0,0,0.048044203,0,0.11874814,0,0,0,0.222222222,0.015262166,0,0,0.033689728
327,New England Limited Access Open Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2013,"Atlantic sea scallop, Goosefish",N,None,0,None,0,13236026.84,0,0.074082946,0,0,0,10,210870.96,0,1,NA,0,0,0.044753452,0,0.088375568,0,0,0,0.222222222,0.018894145,0,0,0.031187116
409,New England Limited Access Open Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2014,"Atlantic sea scallop, Goosefish",N,None,0,None,0,11936709.13,0,0.155842395,3,0,0,23,160570.58,0,1,NA,0,0,0.040360219,0,0.185908646,0.5,0,0,0.511111111,0.014387206,0,0,0.104313932
493,New England Limited Access Open Area Scallop Dredge,NE,"Dredge, New Bedford",dredge,2015,"Atlantic sea scallop, Goosefish",N,None,0,None,0,21320362.58,0,0.18937196,3,0,0,45,220191.52,0,1,NA,0,0,0.072088084,0,0.22590698,0.5,0,0,1,0.019729272,0,0,0.151477028
241,New England Lobster Pots,NE,pots and traps,pots and traps,2012,"American lobster, Jonah crab, Rock crab",N,None,0,None,0,174991.24,0,0.006779879,0,0,0,10,63621.47,0,3,11767,0,0,0.000591678,0,0.008087903,0,0,0,0.222222222,0.005700516,0,1,0.103050193
154,New England Lobster Pots,NE,pots and traps,pots and traps,2011,"American lobster, Jonah crab, Rock crab",N,None,0,None,0,NA,0,NA,0,0,0,0,0,0,3,12489,0,0,NA,0,NA,0,0,0,0,0,0,1,0.1
67,New England Lobster Pots,NE,pots and traps,pots and traps,2010,"American lobster, Jonah crab, Rock crab",N,None,0,None,0,NA,0,NA,0,0,0,0,0,0,3,13000,0,0,NA,0,NA,0,0,0,0,0,0,1,0.1
410,New England Lobster Pots,NE,pots and traps,pots and traps,2014,"American lobster, Jonah crab, Rock crab",N,All unlisted,0,all unlisted,0,29137854.89,0,0.485109577,3,0,0,23,104055.76,0,3,NA,0,0,0.09852047,0,0.578700454,0.5,0,0,0.511111111,0.009323449,0,1,0.224804624
494,New England Lobster Pots,NE,pots and traps,pots and traps,2015,"American lobster, Jonah crab, Rock crab",N,All unlisted,0,All unlisted,0,21153289.27,0,0.41910756,3,0,0,45,96050.13,0,3,NA,0,0,0.071523179,0,0.499964847,0.5,0,0,1,0.00860614,0,1,0.256674514
328,New England Lobster Pots,NE,pots and traps,pots and traps,2013,"American lobster, Jonah crab, Rock crab",N,None,0,None,0,547889.79,0,0.019825902,0,0,0,10,289700.22,0,3,NA,0,0,0.001852517,0,0.02365086,0,0,0,0.222222222,0.025957287,0,1,0.10614024
155,New England Mid-Water Otter Trawl,NE,Midwater trawl,trawl,2011,"Atlantic herring, Atlantic mackerel, Other finfish",Y,Atlantic mackerel unknown,0,Atlantic mackerel unknown,0,166271.82,0,0.001407192,0,0,0,10,28856.27,0,2,953,0,0,0.000562196,0,0.001678678,0,0,0,0.222222222,0.002585536,0,0.5,0.060587386
68,New England Mid-Water Otter Trawl,NE,Midwater trawl,trawl,2010,"Atlantic herring, Atlantic mackerel, Other finfish",M,Atlantic mackerel unknown,0,Atlantic mackerel unknown,0,243949.51,0,0.002519047,1,0,0,10,219437.48,0,2,NA,0,0,0.000824838,0,0.00300504,0.166666667,0,0,0.222222222,0.01966171,0,0.5,0.076031706
242,New England Mid-Water Otter Trawl,NE,Midwater trawl,trawl,2012,"Atlantic herring, Atlantic mackerel, Other finfish",M,Atlantic mackerel unknown,0,Atlantic mackerel unknown,0,308955.06,0,0.002437835,0,0,0,10,248466.05,0,2,NA,0,0,0.001044634,0,0.00290816,0,0,0,0.222222222,0.022262684,0,0.5,0.062369808
329,New England Mid-Water Otter Trawl,NE,Midwater trawl,trawl,2013,"Atlantic herring, Atlantic mackerel, Other finfish",Y,Atlantic mackerel unknown,0,Atlantic mackerel unknown,0,93923.46,0,0.000723949,0,0,0,10,89000.03,0,2,NA,0,0,0.000317573,0,0.000863619,0,0,0,0.222222222,0.007974448,0,0.5,0.060948155
411,New England Open-Area Mid-Water Otter Trawl,NE,Midwater trawl,trawl,2014,"Atlantic herring, Atlantic mackerel, Other finfish",Y,Atlantic mackerel unknown,0,Atlantic mackerel unknown,0,1004913.44,0,0.008320303,3,0,0,23,309094.7,0,2,NA,0,0,0.003397798,0,0.009925517,0.5,0,0,0.511111111,0.027695042,0,0.5,0.129344122
495,New England Open-Area Mid-Water Otter Trawl,NE,Midwater trawl,trawl,2015,"Atlantic herring, Atlantic mackerel, Other finfish",Y,Atlantic mackerel unknown,0,Atlantic mackerel unknown,0,50355.12,0,0.000455287,3,0,0,45,23983.22,0,2,NA,0,0,0.00017026,0,0.000543124,0.5,0,0,1,0.002148909,0,0.5,0.166905191
69,New England Purse Seine,NE,purse seine,purse seine,2010,"Atlantic herring, Bluefin tuna, Atlantic menhaden, Other finfish",Y,1: Bluefin Tuna,1,1: Bluefin Tuna,1,25960.5,0,0.001378506,1,0,0,10,2853.99,0,1,NA,0.5,0.5,8.78E-05,0,0.001644457,0.166666667,0,0,0.222222222,0.000255719,0,0,0.115906404
156,New England Purse Seine,NE,purse seine,purse seine,2011,"Atlantic herring, Bluefin tuna, Atlantic menhaden, Other finfish",Y,1: Bluefin Tuna,1,1: Bluefin Tuna,1,6341.94,0,0.000165857,0,0,0,10,552.7,0,1,NA,0.5,0.5,2.14E-05,0,0.000197855,0,0,0,0.222222222,4.95E-05,0,0,0.101874254
243,New England Purse Seine,NE,purse seine,purse seine,2012,"Atlantic herring, Bluefin tuna, Atlantic menhaden, Other finfish",Y,1: Bluefin Tuna,1,1: Bluefin Tuna,1,808.36,0,1.88E-05,0,0,0,10,1.6,0,1,NA,0.5,0.5,2.73E-06,0,2.24E-05,0,0,0,0.222222222,1.43E-07,0,0,0.10185396
330,New England Purse Seine,NE,purse seine,purse seine,2013,"Atlantic herring, Bluefin tuna, Atlantic menhaden, Other finfish",Y,1: Bluefin Tuna,1,1: Bluefin Tuna,1,8901.27,0,0.000173896,0,0,0,10,8747.52,0,1,NA,0.5,0.5,3.01E-05,0,0.000207445,0,0,0,0.222222222,0.000783782,0,0,0.101936962
412,New England Purse Seine,NE,purse seine,purse seine,2014,"Atlantic herring, Bluefin tuna, Atlantic menhaden, Other finfish",Y,1: Bluefin tuna; Atlantic menahan unlisted,1,1: Bluefin tuna; Atlantic menahan unlisted,1,42514.48,0,0.000707059,3,0,0,23,10079.27,0,1,NA,0.5,0.5,0.000143749,0,0.00084347,0.5,0,0,0.511111111,0.000903108,0,0,0.16775012
496,New England Purse Seine,NE,purse seine,purse seine,2015,"Atlantic herring, Bluefin tuna, Atlantic menhaden, Other finfish",Y,1: Bluefin tuna; Atlantic menahan unlisted,1,1: Bluefin tuna; Atlantic menahan unlisted,1,31678.55,0,0.000623941,3,0,0,45,0,0,1,NA,0.5,0.5,0.000107111,0,0.000744316,0.5,0,0,1,0,0,0,0.208404286
70,New England Shrimp Trawl,NE,Bottom trawl,trawl,2010,Northern shrimp,N,None,0,None,0,899517.8,0,0.085228802,1,0,0,10,688170.06,0,2,NA,0,0,0.003041436,0,0.101671764,0.166666667,0,0,0.222222222,0.061660387,0,0.5,0.08793854
157,New England Shrimp Trawl,NE,Bottom trawl,trawl,2011,Northern shrimp,N,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,0,0,NA,0,NA,0,0,0,0,0,0,0.5,0.05
244,New England Shrimp Trawl,NE,Bottom trawl,trawl,2012,Northern shrimp,M,None,0,None,0,492905.18,0,0.125035947,0,0,0,10,279752.69,0,2,NA,0,0,0.001666603,0,0.149158794,0,0,0,0.222222222,0.025065983,0,0.5,0.0748428
331,New England Shrimp Trawl,NE,Bottom trawl,trawl,2013,Northern shrimp,N,None,0,None,0,139474.09,0,0.213834967,0,0,0,10,90711.77,0,2,NA,0,0,0.000471588,0,0.255089568,0,0,0,0.222222222,0.008127821,0,0.5,0.082159267
413,New England Small-Mesh Haddock Separator Otter Trawl,NE,Small-Mesh Otter Trawl,trawl,2014,NA,NA,NA,NA,NA,NA,89814.9,0,0.246996153,3,0,0,23,75767.87,0,2,NA,NA,NA,0.000303681,0,0.294648452,0.5,0,0,0.511111111,0.00678884,0,0.5,0.181285208
497,New England Small-Mesh Haddock Separator Otter Trawl,NE,Small-Mesh Otter Trawl,trawl,2015,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0.5,0.0625
71,New England Small-Mesh Otter Trawl,NE,Small-Mesh Otter Trawl,trawl,2010,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,None,0,None,0,14730173.28,0,0.333537557,1,0,0,10,6048909.4,0,2,NA,0,0,0.049805437,0,0.397886055,0.166666667,0,0,0.222222222,0.541985358,0,0.5,0.156547145
158,New England Small-Mesh Otter Trawl,NE,Small-Mesh Otter Trawl,trawl,2011,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,None,0,None,0,9622821.55,0,0.24063669,0,0,0,10,4946273.28,0,2,NA,0,0,0.032536537,0,0.287062075,0,0,0,0.222222222,0.443188601,0,0.5,0.123750786
245,New England Small-Mesh Otter Trawl,NE,Small-Mesh Otter Trawl,trawl,2012,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,None,0,None,0,8662953.53,0,0.201596718,0,0,0,10,3542288.39,0,2,NA,0,0,0.029291046,0,0.240490227,0,0,0,0.222222222,0.317390841,0,0.5,0.109116195
332,New England Small-Mesh Otter Trawl,NE,Small-Mesh Otter Trawl,trawl,2013,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,None,0,None,0,7763635.92,0,0.194748567,0,0,0,10,2742421,0,2,NA,0,0,0.026250287,0,0.232320881,0,0,0,0.222222222,0.245722316,0,0.5,0.102209642
414,New England Small-Mesh Otter Trawl,NE,Small-Mesh Otter Trawl,trawl,2014,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,Long-finned squid unknown,0,Short-finned squid unknown,0,13510841.17,0,0.241639474,3,1161.65,0,23,6068161.33,0,2,NA,0,0,0.04568265,0,0.288258323,0.5,0.000671106,0,0.511111111,0.543710341,0,0.5,0.199119461
498,New England Small-Mesh Otter Trawl,NE,Small-Mesh Otter Trawl,trawl,2015,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,Long-finned unknown,0,Short-finned unknown,0,15546664.53,0,0.229002533,3,0,0,45,5932969.99,0,2,NA,0,0,0.052566145,0,0.273183372,0.5,0,0,1,0.531597128,0,0.5,0.23811222
415,New England Small-Mesh Ruhle Otter Trawl,NE,Small-Mesh Otter Trawl,trawl,2014,Groundfish,M,None,0,None,0,229179.55,0,0.340064814,3,0,0,23,212523.27,0,2,NA,0,0,0.000774898,0,0.405672598,0.5,0,0,0.511111111,0.019042193,0,0.5,0.1613834
499,New England Small-Mesh Ruhle Otter Trawl,NE,Small-Mesh Otter Trawl,trawl,2015,Groundfish,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,0,0,NA,0,NA,0,0,0,0,0,0,0.5,0.05
264,American Samoa Pelagic Longline,PI,Surface longline,longline,2013,"Albacore, Yellowfin tuna, Bigeye tuna, Wahoo",Y,1: Bigeye tuna; Wahoo unknown,1,None; Wahoo unknown,0,1256212.1,41,0.167477616,3,0,36,16,484601.7,36,2,24,0.5,0,0.004247485,0.005569139,0.199788619,0.5,0,0.029517875,0.355555556,0.043420559,0.029517875,0.5,0.180634759
349,American Samoa Pelagic Longline,PI,Surface longline,longline,2014,"Albacore, Yellowfin tuna, Bigeye tuna, Wahoo",Y,1: Bigeye tuna; Wahoo unknown,1,Wahoo unknown,0,1028317.4,26,0.185403598,4,120.4,26,20,437551.1,26,2,24,0.5,0,0.003476931,0.003531649,0.221173012,0.666666667,6.96E-05,0.021318465,0.444444444,0.039204801,0.021318465,0.5,0.201766999
433,American Samoa Pelagic Longline,PI,Surface longline,longline,2015,"Albacore, Yellowfin tuna, Bigeye tuna, Wahoo",Y,1: Bigeye tuna; Wahoo unknown,1,Wahoo unknown,0,1006528.6,41,0.166753813,3,72.3,28,16,383465.1,41,2,25,0.5,0,0.003403259,0.005569139,0.198925175,0.5,4.18E-05,0.022958347,0.355555556,0.034358668,0.03361758,0.5,0.179535791
177,American Samoa Pelagic Longline,PI,Surface longline,longline,2012,"Albacore, Yellowfin tuna, Bigeye tuna, Wahoo",Y,1: Bigeye tuna; Wahoo unknown,1,Wahoo unknown,0,2087288.9,12,0.185178665,2,0,12,16,815494.2,12,2,26,0.5,0,0.007057509,0.001629992,0.220904683,0.333333333,0,0.009839292,0.355555556,0.073068695,0.009839292,0.5,0.167602363
